mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,zcr,form1,form2,form3,form4,m_centr,m_rollof,m_flatness,label
-0.64064,-0.56385,-0.53656,-0.57517,-0.74155,-0.72683,-0.62555,-0.59682,-0.53505,-0.54342,-0.49701,-0.58377,-0.49124,0.093537,757.88,1762.3,2315.9,3541.7,2179,3825.4,0.00559,mammal
-1.0817,-1.0199,-1.0755,-1.1304,-0.97856,-0.8741,-0.76232,-0.78792,-0.9398,-0.9076,-0.99785,-1.0727,-1.0367,0.078503,1226.6,1932.4,2704.2,2993,1653.7,2518.7,0.0059655,mammal
-1.0907,-0.97396,-0.96392,-1.0197,-1.1375,-1.0118,-1.0729,-1.1754,-1.1296,-1.0867,-1.0836,-1.1093,-1.1592,0.067484,971.66,1837.8,2351.9,4497.5,1405.3,2467.3,0.0045495,mammal
-0.78273,-0.65629,-0.65434,-0.61567,-0.68045,-0.69928,-0.85238,-0.89796,-0.91405,-1.0236,-1.1038,-1.1678,-1.1458,0.057839,1009.7,1655.2,2605.5,3607.5,1246.6,1948,0.0029308,mammal
-1.0502,-1.0954,-1.1236,-1.186,-1.134,-1.0871,-1.0586,-0.95471,-0.89652,-1.0259,-0.94737,-0.9858,-1.0602,0.045744,680.84,1364.7,2165.7,3439.6,951.58,1572.4,0.0017421,mammal
-1.13,-1.1962,-1.2472,-1.1255,-1.2228,-1.3504,-1.2663,-1.2065,-1.2032,-1.2093,-1.119,-1.1541,-1.1621,0.038535,1180.4,2190.4,3800,4856.6,646.84,1713.3,0.0033593,mammal
-1.6935,-1.643,-1.2499,-0.89631,-1.0013,-1.0447,-1.0045,-1.074,-1.1215,-1.0416,-1.0671,-1.0915,-1.1258,0.079604,515.2,1561.2,2158.5,2738.9,1767.6,2228.6,0.0028576,mammal
-1.6231,-1.7356,-1.6503,-1.2218,-0.80932,-0.78816,-0.82124,-0.83318,-0.84597,-0.92881,-0.89017,-0.857,-0.8318,0.062794,634.04,1421.5,1942.4,2540.2,1427.7,2058.3,0.0020688,mammal
-0.79977,-0.80045,-0.74011,-0.72684,-0.6713,-0.70347,-0.73308,-0.66002,-0.67777,-0.72484,-0.64643,-0.72967,-0.80246,0.026095,1176.2,2112.9,2890.6,3690.8,276.54,962.87,0.0031574,mammal
-0.95414,-1.0182,-1.0392,-0.91307,-0.92502,-1.0565,-0.90489,-0.88884,-0.8783,-0.84853,-0.87766,-0.82073,-0.82702,0.089327,976.16,1780.7,2412.3,3002.6,1938.4,2607.3,0.0025444,mammal
-0.77132,-0.81004,-0.74562,-0.67191,-0.73659,-0.7549,-0.74725,-0.72673,-0.83697,-0.73152,-0.66136,-0.64701,-0.74166,0.078786,614.03,1288.8,1912.5,2689.7,1630.6,2645,0.0034333,mammal
-1.0241,-0.97338,-1.0746,-1.0412,-1.0064,-0.99663,-1.0984,-1.1201,-0.99911,-0.8753,-0.91651,-0.9876,-0.81001,0.10396,599.86,1694.7,2312,3316.4,2350.8,4278.5,0.0045391,mammal
-1.1946,-1.2591,-1.3035,-1.3043,-1.2217,-1.2449,-1.1534,-1.1698,-1.0559,-1.0783,-1.0506,-1.0969,-1.0648,0.082373,712.14,1335.5,1963.8,2674.2,1781.6,2119.6,0.0021509,mammal
-1.3595,-1.3021,-1.3703,-1.2118,-1.1663,-1.359,-1.1146,-1.1247,-1.1057,-1.1094,-1.1695,-1.0725,-1.171,0.061344,1288.4,1928.8,2570.7,3442.1,1439,2108.5,0.0015626,mammal
-0.58369,-0.63009,-0.66365,-0.66069,-0.73386,-0.76738,-0.72336,-0.63432,-0.5996,-0.56432,-0.55484,-0.50874,-0.54037,0.049419,620.8,1190.7,1831.7,2809.4,1069,1744.4,0.0021645,mammal
-0.28056,-0.13562,-0.1807,-0.28875,-0.21959,-0.18768,-0.24554,-0.21784,-0.19456,-0.32589,-0.32501,-0.30507,-0.38175,0.069789,676.45,1522.9,2315.2,3063,1418.9,2234.9,0.0046835,mammal
